epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,2442.66,0.52511,0.29714,0.80148,0.98878,0.77612,0.88366,0.65891,1.00393,0.73958,0.97864,0.0012674,0.0012674,0.0012674
76,2475.63,0.51771,0.29646,0.807,0.98993,0.77239,0.89346,0.66816,1.04134,0.75401,0.994,0.0012575,0.0012575,0.0012575
77,2508.84,0.52725,0.30159,0.80709,0.98121,0.77949,0.88506,0.64767,1.0108,0.73701,0.97749,0.0012476,0.0012476,0.0012476
78,2541.96,0.51602,0.29684,0.8029,0.9858,0.77734,0.88679,0.65866,1.01498,0.73863,0.98459,0.0012377,0.0012377,0.0012377
79,2575,0.52378,0.29713,0.802,0.98947,0.78358,0.88902,0.65799,0.99696,0.66633,0.97859,0.0012278,0.0012278,0.0012278
80,2609.07,0.51118,0.29012,0.80137,0.98598,0.78714,0.89528,0.67053,0.97372,0.63914,0.97479,0.0012179,0.0012179,0.0012179
81,2642.38,0.51641,0.29567,0.80352,0.97776,0.77239,0.88856,0.6707,0.9871,0.66452,0.97052,0.001208,0.001208,0.001208
82,2675.71,0.51868,0.29416,0.80222,0.98563,0.76767,0.8882,0.66545,0.99165,0.64426,0.97263,0.0011981,0.0011981,0.0011981
83,2708.97,0.50719,0.28833,0.80296,0.98578,0.776,0.88618,0.66638,0.96555,0.65618,0.95789,0.0011882,0.0011882,0.0011882
84,2742.15,0.50736,0.28952,0.80199,0.9801,0.78358,0.89455,0.66977,0.97938,0.6784,0.96511,0.0011783,0.0011783,0.0011783
85,2775.25,0.50449,0.28924,0.80302,0.96396,0.79851,0.89393,0.67154,0.97097,0.65272,0.97095,0.0011684,0.0011684,0.0011684
86,2808.49,0.50848,0.29125,0.8038,0.97209,0.7798,0.88904,0.66863,0.96594,0.66277,0.97825,0.0011585,0.0011585,0.0011585
87,2841.71,0.50781,0.28985,0.80288,0.98549,0.76012,0.88142,0.66461,0.955,0.64714,0.97845,0.0011486,0.0011486,0.0011486
88,2874.75,0.50162,0.28705,0.80071,0.98591,0.78315,0.85903,0.62205,0.95758,0.68329,0.96297,0.0011387,0.0011387,0.0011387
89,2907.96,0.50538,0.28942,0.80356,0.98609,0.79337,0.88954,0.65909,0.96013,0.67529,0.96699,0.0011288,0.0011288,0.0011288
90,2941.27,0.50205,0.28524,0.8039,0.97984,0.78731,0.89347,0.66692,0.97429,0.68211,0.97414,0.0011189,0.0011189,0.0011189
91,2974.51,0.50094,0.28658,0.79938,0.9726,0.79478,0.89386,0.67118,0.97668,0.70602,0.97062,0.001109,0.001109,0.001109
92,3007.96,0.50349,0.28648,0.80366,0.9859,0.78274,0.88897,0.66808,0.94053,0.70353,0.9596,0.0010991,0.0010991,0.0010991
93,3041.32,0.49808,0.28293,0.80292,0.98589,0.78221,0.89188,0.68743,0.93868,0.70944,0.96667,0.0010892,0.0010892,0.0010892
94,3075.23,0.4975,0.28428,0.80234,0.98148,0.79104,0.8935,0.6806,0.96532,0.80273,0.98182,0.0010793,0.0010793,0.0010793
95,3109.35,0.4909,0.27971,0.79934,0.99525,0.78148,0.89518,0.67148,0.96913,0.73844,0.97502,0.0010694,0.0010694,0.0010694
96,3142.78,0.49138,0.28523,0.79666,0.9855,0.77985,0.87046,0.65643,0.95136,0.72172,0.97051,0.0010595,0.0010595,0.0010595
97,3176.16,0.49011,0.28385,0.80003,0.99523,0.77883,0.89152,0.68089,0.95402,0.7211,0.9702,0.0010496,0.0010496,0.0010496
98,3209.87,0.49055,0.28332,0.80134,0.99451,0.77985,0.83886,0.62229,0.93654,0.66575,0.9647,0.0010397,0.0010397,0.0010397
99,3243.77,0.48906,0.28196,0.79822,1,0.77448,0.88921,0.68664,0.92426,0.68006,0.95935,0.0010298,0.0010298,0.0010298
100,3277.34,0.48185,0.28251,0.79759,0.99658,0.78731,0.8991,0.68098,0.96609,0.71402,0.98045,0.0010199,0.0010199,0.0010199
101,3310.8,0.48391,0.28152,0.80098,0.98897,0.77612,0.87562,0.65875,0.94832,0.69744,0.97297,0.00101,0.00101,0.00101
102,3344.41,0.47614,0.27455,0.79584,1,0.78273,0.89488,0.67472,0.95484,0.70788,0.97282,0.0010001,0.0010001,0.0010001
103,3377.85,0.48283,0.27565,0.79936,0.99525,0.78169,0.87635,0.65914,0.93316,0.67929,0.96297,0.0009902,0.0009902,0.0009902
104,3411.03,0.48193,0.27848,0.79821,0.99047,0.77537,0.83982,0.63288,0.93277,0.70014,0.96668,0.0009803,0.0009803,0.0009803
105,3444.19,0.47912,0.2768,0.79803,0.99046,0.7752,0.87803,0.67133,0.92747,0.65744,0.96367,0.0009704,0.0009704,0.0009704
106,3477.38,0.46951,0.27331,0.79886,0.99228,0.77985,0.86154,0.64211,0.93272,0.66497,0.96365,0.0009605,0.0009605,0.0009605
107,3510.46,0.47818,0.27699,0.79617,0.98576,0.78358,0.8673,0.65551,0.92838,0.60774,0.96248,0.0009506,0.0009506,0.0009506
108,3543.63,0.47013,0.27416,0.79384,0.99523,0.77912,0.87986,0.6621,0.91847,0.63447,0.9563,0.0009407,0.0009407,0.0009407
109,3576.91,0.47483,0.27656,0.79833,1,0.78658,0.8877,0.67014,0.94659,0.6719,0.96216,0.0009308,0.0009308,0.0009308
110,3610.16,0.46283,0.26619,0.7991,0.99524,0.78055,0.88592,0.67732,0.94509,0.65126,0.95658,0.0009209,0.0009209,0.0009209
111,3643.47,0.46445,0.2698,0.79829,1,0.77205,0.85439,0.64313,0.92139,0.63726,0.94974,0.000911,0.000911,0.000911
112,3676.73,0.4608,0.26855,0.79559,0.98563,0.76794,0.85283,0.64631,0.9081,0.62402,0.94895,0.0009011,0.0009011,0.0009011
113,3710.14,0.47099,0.26897,0.79425,0.99047,0.77524,0.86784,0.66925,0.91831,0.64446,0.95329,0.0008912,0.0008912,0.0008912
114,3743.6,0.45736,0.26676,0.79752,1,0.76768,0.88601,0.68022,0.91842,0.6435,0.95858,0.0008813,0.0008813,0.0008813
115,3777.38,0.46378,0.27151,0.79646,1,0.77163,0.88903,0.68469,0.91948,0.65377,0.95936,0.0008714,0.0008714,0.0008714
116,3810.94,0.46318,0.26713,0.79827,0.99045,0.77428,0.88801,0.68131,0.92508,0.65546,0.96088,0.0008615,0.0008615,0.0008615
117,3844.2,0.46212,0.26747,0.79965,0.99459,0.76493,0.88647,0.68166,0.91098,0.6336,0.95527,0.0008516,0.0008516,0.0008516
118,3877.42,0.4593,0.26603,0.79385,0.99756,0.77612,0.88436,0.68251,0.908,0.67636,0.95878,0.0008417,0.0008417,0.0008417
119,3910.58,0.45897,0.26855,0.79729,0.99202,0.77612,0.8906,0.68371,0.92398,0.65618,0.95739,0.0008318,0.0008318,0.0008318
120,3943.89,0.44454,0.26018,0.79332,0.99516,0.76753,0.86287,0.65061,0.90626,0.62378,0.95317,0.0008219,0.0008219,0.0008219
121,3977.34,0.4495,0.26093,0.79264,0.99378,0.77239,0.88188,0.67557,0.90823,0.61372,0.95923,0.000812,0.000812,0.000812
122,4010.8,0.44531,0.25986,0.79261,0.99275,0.78358,0.89103,0.68166,0.90646,0.59905,0.96211,0.0008021,0.0008021,0.0008021
123,4044.05,0.45118,0.26202,0.79454,0.99048,0.77658,0.88786,0.68806,0.90016,0.60652,0.95647,0.0007922,0.0007922,0.0007922
124,4077.43,0.45018,0.26344,0.79499,0.98992,0.77612,0.8748,0.67329,0.89007,0.6025,0.95772,0.0007823,0.0007823,0.0007823
125,4110.66,0.44607,0.26171,0.7939,0.99518,0.77101,0.87819,0.68289,0.87146,0.62303,0.95217,0.0007724,0.0007724,0.0007724
126,4143.91,0.44571,0.25989,0.79378,0.99044,0.77327,0.83974,0.6295,0.89293,0.63155,0.956,0.0007625,0.0007625,0.0007625
127,4177.12,0.44364,0.25584,0.79083,0.98937,0.77612,0.8523,0.64619,0.88925,0.63925,0.95145,0.0007526,0.0007526,0.0007526
128,4210.47,0.43624,0.25647,0.79361,0.99522,0.77622,0.86569,0.65939,0.88977,0.62378,0.95964,0.0007427,0.0007427,0.0007427
129,4243.73,0.43932,0.25686,0.79735,0.99954,0.77612,0.88613,0.67183,0.90366,0.62328,0.96301,0.0007328,0.0007328,0.0007328
130,4276.96,0.43494,0.25368,0.79448,0.98568,0.77067,0.83566,0.62105,0.89851,0.63791,0.95528,0.0007229,0.0007229,0.0007229
131,4310.47,0.43755,0.25433,0.79099,0.99042,0.77183,0.84383,0.64394,0.86798,0.6018,0.94726,0.000713,0.000713,0.000713
132,4343.81,0.43029,0.25666,0.7934,0.99516,0.76752,0.85185,0.65211,0.8695,0.61983,0.94799,0.0007031,0.0007031,0.0007031
133,4377.02,0.43356,0.25315,0.79391,0.99521,0.77562,0.87219,0.66732,0.87832,0.602,0.95261,0.0006932,0.0006932,0.0006932
134,4410.29,0.43037,0.25296,0.79336,0.99521,0.77446,0.84968,0.64973,0.86276,0.61003,0.95145,0.0006833,0.0006833,0.0006833
135,4443.6,0.42411,0.25011,0.79463,1,0.77513,0.88162,0.68615,0.86426,0.60014,0.95145,0.0006734,0.0006734,0.0006734
136,4476.76,0.43084,0.25169,0.79264,0.99523,0.77922,0.88802,0.68676,0.87651,0.61163,0.95326,0.0006635,0.0006635,0.0006635
137,4510.02,0.42072,0.24791,0.79482,0.99045,0.77428,0.87166,0.66359,0.88995,0.61618,0.95607,0.0006536,0.0006536,0.0006536
138,4543.33,0.42864,0.25106,0.79327,1,0.78022,0.88156,0.6734,0.87883,0.61263,0.95624,0.0006437,0.0006437,0.0006437
139,4576.61,0.42682,0.25155,0.7912,0.99975,0.77612,0.8883,0.69282,0.87482,0.60532,0.95759,0.0006338,0.0006338,0.0006338
140,4609.99,0.42642,0.25262,0.79224,0.98845,0.77239,0.88931,0.68993,0.86691,0.5839,0.95346,0.0006239,0.0006239,0.0006239
141,4643.37,0.41964,0.24749,0.79294,0.99974,0.77239,0.8841,0.68333,0.8701,0.58466,0.9466,0.000614,0.000614,0.000614
142,4676.64,0.41599,0.2439,0.78811,1,0.77167,0.88671,0.69382,0.86883,0.61049,0.95136,0.0006041,0.0006041,0.0006041
143,4710.05,0.4222,0.24769,0.79057,0.98958,0.77239,0.88127,0.68599,0.87869,0.61206,0.9571,0.0005942,0.0005942,0.0005942
144,4743.39,0.409,0.24463,0.79077,1,0.7788,0.87115,0.66519,0.86607,0.59413,0.95263,0.0005843,0.0005843,0.0005843
145,4776.95,0.40929,0.24308,0.78967,1,0.77593,0.86794,0.66222,0.8697,0.56549,0.94774,0.0005744,0.0005744,0.0005744
146,4811.26,0.41623,0.24591,0.79108,0.99517,0.7684,0.87799,0.68188,0.86773,0.5853,0.94862,0.0005645,0.0005645,0.0005645
147,4844.97,0.41354,0.24474,0.79,0.99996,0.76493,0.87232,0.67373,0.86249,0.57201,0.9501,0.0005546,0.0005546,0.0005546
148,4878.4,0.41155,0.24314,0.79344,0.99042,0.77148,0.86676,0.67182,0.85382,0.56376,0.94836,0.0005447,0.0005447,0.0005447
149,4912.74,0.41333,0.24504,0.79225,1,0.78081,0.87667,0.67888,0.85728,0.55469,0.95061,0.0005348,0.0005348,0.0005348
150,4947.89,0.40974,0.24405,0.78909,0.99523,0.77878,0.86889,0.66925,0.8659,0.55738,0.95229,0.0005249,0.0005249,0.0005249
151,4982.99,0.40621,0.243,0.79184,0.99523,0.77889,0.87566,0.6753,0.86479,0.55935,0.95172,0.000515,0.000515,0.000515
152,5018.12,0.39793,0.23846,0.79146,0.99891,0.77612,0.8663,0.66152,0.87025,0.57328,0.94963,0.0005051,0.0005051,0.0005051
153,5053.36,0.40345,0.24023,0.7896,0.99956,0.77985,0.86308,0.66341,0.86431,0.57943,0.95096,0.0004952,0.0004952,0.0004952
154,5088.32,0.40214,0.23728,0.78936,1,0.77893,0.86903,0.66694,0.85639,0.56696,0.94908,0.0004853,0.0004853,0.0004853
155,5123.1,0.40254,0.24159,0.78479,0.99519,0.77232,0.85721,0.65671,0.86281,0.57321,0.95093,0.0004754,0.0004754,0.0004754
156,5157.93,0.4023,0.24053,0.789,1,0.77568,0.85506,0.65236,0.87876,0.6103,0.95847,0.0004655,0.0004655,0.0004655
157,5192.67,0.3953,0.2371,0.78705,0.99521,0.775,0.8506,0.64876,0.87761,0.59992,0.95928,0.0004556,0.0004556,0.0004556
158,5227.31,0.39669,0.2376,0.79105,0.99524,0.78025,0.85576,0.65123,0.87065,0.5964,0.95669,0.0004457,0.0004457,0.0004457
159,5262.05,0.39115,0.23396,0.78836,0.99518,0.77985,0.85532,0.65481,0.86808,0.59336,0.95414,0.0004358,0.0004358,0.0004358
160,5296.61,0.39996,0.23983,0.78746,0.99281,0.77612,0.85942,0.66056,0.86119,0.59604,0.95371,0.0004259,0.0004259,0.0004259
161,5331.07,0.39475,0.23621,0.78681,0.99521,0.77577,0.85525,0.65389,0.86056,0.60683,0.95375,0.000416,0.000416,0.000416
162,5365.6,0.39124,0.23324,0.79079,0.99521,0.77452,0.85793,0.65523,0.85263,0.58563,0.95012,0.0004061,0.0004061,0.0004061
163,5400.04,0.39239,0.23461,0.78786,0.99045,0.7743,0.85415,0.65633,0.8582,0.60747,0.95264,0.0003962,0.0003962,0.0003962
164,5434.63,0.39286,0.23482,0.78574,1,0.78234,0.86627,0.65994,0.85647,0.60035,0.95251,0.0003863,0.0003863,0.0003863
165,5469.22,0.38388,0.22916,0.78842,0.9905,0.77843,0.86022,0.65807,0.84882,0.58061,0.95078,0.0003764,0.0003764,0.0003764
166,5503.65,0.38271,0.22951,0.78508,0.99522,0.77608,0.85241,0.65136,0.85086,0.5697,0.9498,0.0003665,0.0003665,0.0003665
167,5537.95,0.38657,0.23232,0.78929,1,0.783,0.87148,0.67026,0.8511,0.5645,0.94726,0.0003566,0.0003566,0.0003566
168,5572.12,0.37751,0.22834,0.78751,0.99879,0.77985,0.86651,0.66692,0.84829,0.56365,0.95239,0.0003467,0.0003467,0.0003467
169,5606.42,0.38195,0.22754,0.78621,0.99863,0.77985,0.87097,0.67105,0.84676,0.56562,0.95377,0.0003368,0.0003368,0.0003368
170,5640.77,0.38002,0.23044,0.78693,0.99924,0.77985,0.88192,0.6849,0.85199,0.55156,0.95491,0.0003269,0.0003269,0.0003269
171,5675.02,0.38277,0.23022,0.7856,0.99473,0.77985,0.87428,0.67399,0.85481,0.57349,0.95552,0.000317,0.000317,0.000317
172,5709.2,0.379,0.22746,0.7866,0.9996,0.77985,0.87438,0.67342,0.85739,0.58564,0.95539,0.0003071,0.0003071,0.0003071
173,5743.32,0.37747,0.22618,0.78636,0.99884,0.77985,0.86556,0.66504,0.84974,0.58322,0.95462,0.0002972,0.0002972,0.0002972
174,5777.43,0.37614,0.22567,0.7864,1,0.7793,0.87378,0.67692,0.84233,0.5799,0.95154,0.0002873,0.0002873,0.0002873
175,5811.6,0.37362,0.22495,0.78425,0.99523,0.77807,0.87025,0.67527,0.83694,0.56919,0.94497,0.0002774,0.0002774,0.0002774
176,5845.77,0.37144,0.22458,0.78399,0.99521,0.77558,0.87032,0.67366,0.83592,0.55979,0.9414,0.0002675,0.0002675,0.0002675
177,5879.84,0.36979,0.22479,0.78832,0.99519,0.7718,0.86645,0.66983,0.82884,0.56333,0.93867,0.0002576,0.0002576,0.0002576
178,5913.89,0.37097,0.22287,0.78444,1,0.77749,0.8719,0.67483,0.83313,0.57037,0.93932,0.0002477,0.0002477,0.0002477
179,5948.09,0.36889,0.22262,0.78611,1,0.77802,0.87694,0.67851,0.83349,0.56933,0.94282,0.0002378,0.0002378,0.0002378
180,5982.38,0.367,0.22321,0.78254,1,0.77663,0.87731,0.67887,0.83535,0.5723,0.94448,0.0002279,0.0002279,0.0002279
181,6016.6,0.36323,0.22279,0.78234,1,0.77175,0.87508,0.67852,0.82981,0.56405,0.94392,0.000218,0.000218,0.000218
182,6050.76,0.36738,0.22201,0.78417,1,0.77198,0.87163,0.67811,0.82918,0.56084,0.94394,0.0002081,0.0002081,0.0002081
183,6085.02,0.36623,0.22199,0.78313,1,0.77172,0.8677,0.67051,0.83276,0.57047,0.94484,0.0001982,0.0001982,0.0001982
184,6119.27,0.36081,0.21821,0.78436,1,0.77194,0.86814,0.67423,0.83088,0.57994,0.94312,0.0001883,0.0001883,0.0001883
185,6153.44,0.35794,0.2187,0.78389,0.99519,0.772,0.86126,0.66639,0.83331,0.57655,0.94496,0.0001784,0.0001784,0.0001784
186,6187.49,0.35768,0.21731,0.78595,0.9952,0.77371,0.86885,0.67247,0.83673,0.57663,0.94761,0.0001685,0.0001685,0.0001685
