epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,6221.51,0.35995,0.21673,0.78443,0.99521,0.77448,0.86492,0.66739,0.83794,0.58556,0.94868,0.0001586,0.0001586,0.0001586
188,6255.68,0.35435,0.21663,0.78383,0.9952,0.77316,0.87008,0.67354,0.83626,0.57979,0.94696,0.0001487,0.0001487,0.0001487
189,6289.77,0.35624,0.21909,0.78488,0.9952,0.77356,0.87279,0.67795,0.83739,0.58038,0.9461,0.0001388,0.0001388,0.0001388
190,6323.95,0.36009,0.21722,0.7845,0.9952,0.77423,0.87456,0.67918,0.84368,0.59645,0.95059,0.0001289,0.0001289,0.0001289
191,6359.89,0.35619,0.20438,0.7796,0.9952,0.77404,0.87848,0.68725,0.83947,0.55944,0.94854,0.000119,0.000119,0.000119
192,6394.02,0.3404,0.20115,0.77756,0.99521,0.77488,0.8733,0.67959,0.84567,0.54721,0.95013,0.0001091,0.0001091,0.0001091
193,6427.96,0.33283,0.199,0.77616,0.9952,0.77436,0.87335,0.67872,0.84415,0.55042,0.94901,9.92e-05,9.92e-05,9.92e-05
194,6461.92,0.32407,0.19515,0.77373,0.99044,0.77289,0.87455,0.67885,0.85074,0.55487,0.95101,8.93e-05,8.93e-05,8.93e-05
195,6495.82,0.31707,0.19515,0.77156,0.99044,0.77287,0.87715,0.68334,0.84879,0.54875,0.94907,7.94e-05,7.94e-05,7.94e-05
196,6528.94,0.31879,0.19422,0.76982,0.99519,0.77177,0.87805,0.6834,0.84771,0.54437,0.94997,6.95e-05,6.95e-05,6.95e-05
197,6561.74,0.31871,0.19251,0.77629,0.99041,0.76866,0.87984,0.68378,0.85136,0.54515,0.95144,5.96e-05,5.96e-05,5.96e-05
198,6594.52,0.31224,0.18927,0.76864,0.99041,0.77091,0.88261,0.6872,0.85053,0.54273,0.95192,4.97e-05,4.97e-05,4.97e-05
199,6627.15,0.31171,0.19067,0.7711,0.99041,0.77042,0.88273,0.68747,0.84807,0.54404,0.9508,3.98e-05,3.98e-05,3.98e-05
200,6659.52,0.30835,0.19018,0.77272,0.99142,0.76866,0.88322,0.68785,0.84702,0.5498,0.9517,2.99e-05,2.99e-05,2.99e-05
