epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,5533.19,1.1019,0.60387,0.91687,0.93779,0.7875,0.86828,0.51237,1.3896,0.83147,1.02628,0.001307,0.001307,0.001307
37,5703.84,1.10032,0.6,0.91917,0.94096,0.77304,0.87041,0.50667,1.45396,0.88494,1.05725,0.0012872,0.0012872,0.0012872
38,5874.39,1.08198,0.59917,0.91529,0.92355,0.79104,0.85946,0.51266,1.42331,0.85269,1.04047,0.0012674,0.0012674,0.0012674
39,6044.98,1.07514,0.58357,0.90566,0.95388,0.7717,0.86757,0.52215,1.38328,0.84566,1.02651,0.0012476,0.0012476,0.0012476
40,6215.74,1.04612,0.56568,0.90591,0.93283,0.77733,0.8721,0.53816,1.38262,0.84137,1.02566,0.0012278,0.0012278,0.0012278
41,6386.72,1.03988,0.56911,0.8956,0.95871,0.77972,0.84992,0.51305,1.41053,0.87821,1.03362,0.001208,0.001208,0.001208
42,6557.44,1.03384,0.55885,0.90242,0.9625,0.76608,0.87257,0.53781,1.39374,0.89435,1.02142,0.0011882,0.0011882,0.0011882
43,6728.13,1.02269,0.56294,0.89674,0.97563,0.77612,0.87255,0.53601,1.40139,0.81801,1.02994,0.0011684,0.0011684,0.0011684
44,6898.75,1.00215,0.54781,0.89079,0.95495,0.79092,0.86848,0.53443,1.36408,0.82281,1.02072,0.0011486,0.0011486,0.0011486
45,7069.31,0.99956,0.54424,0.89696,0.95762,0.79104,0.86732,0.53619,1.37863,0.88874,1.01973,0.0011288,0.0011288,0.0011288
46,7240.05,0.99375,0.53331,0.88769,0.95938,0.79311,0.88638,0.5496,1.36197,0.80723,1.01221,0.001109,0.001109,0.001109
47,7411.03,0.97239,0.52271,0.88701,0.95525,0.79644,0.87961,0.55213,1.34831,0.80808,1.01147,0.0010892,0.0010892,0.0010892
48,7582.1,0.96605,0.51957,0.88448,0.96747,0.77674,0.8856,0.56069,1.32806,0.86734,1.00925,0.0010694,0.0010694,0.0010694
49,7752.97,0.96536,0.51425,0.88618,0.97677,0.78436,0.87408,0.55183,1.33396,0.81211,1.00586,0.0010496,0.0010496,0.0010496
50,7923.96,0.96006,0.51904,0.88389,0.93375,0.78889,0.87887,0.54765,1.37315,0.84552,1.01874,0.0010298,0.0010298,0.0010298
51,8094.65,0.9528,0.51606,0.87852,0.98042,0.79478,0.87988,0.54096,1.35608,0.82479,1.02064,0.00101,0.00101,0.00101
52,8265.35,0.94419,0.51263,0.88486,0.97901,0.79104,0.883,0.56356,1.29158,0.78749,0.99947,0.0009902,0.0009902,0.0009902
53,8436.12,0.9188,0.49343,0.87331,0.98093,0.76786,0.87787,0.56133,1.30821,0.8001,1.00483,0.0009704,0.0009704,0.0009704
54,8606.76,0.91396,0.4957,0.8715,0.98208,0.77612,0.8824,0.56511,1.32345,0.81768,1.00813,0.0009506,0.0009506,0.0009506
55,8777.73,0.92479,0.48923,0.8742,0.96361,0.79041,0.88779,0.57142,1.31884,0.8381,1.01599,0.0009308,0.0009308,0.0009308
56,8948.79,0.90453,0.48932,0.86818,0.98583,0.77864,0.89461,0.56738,1.30564,0.84841,1.00803,0.000911,0.000911,0.000911
57,9119.43,0.88474,0.4821,0.87237,0.97944,0.78731,0.87873,0.57128,1.30018,0.84052,1.0098,0.0008912,0.0008912,0.0008912
58,9290.35,0.88393,0.47269,0.86463,0.9475,0.8081,0.8955,0.57384,1.29668,0.8028,1.00068,0.0008714,0.0008714,0.0008714
59,9461.14,0.87773,0.47443,0.86599,0.96021,0.81041,0.89177,0.58303,1.25659,0.80694,0.99194,0.0008516,0.0008516,0.0008516
60,9632.01,0.86565,0.46868,0.86111,0.95948,0.8097,0.88623,0.58058,1.2854,0.80248,1.00152,0.0008318,0.0008318,0.0008318
61,9802.75,0.86216,0.47175,0.86071,0.97347,0.79478,0.89239,0.58673,1.25915,0.82531,1,0.000812,0.000812,0.000812
62,9973.52,0.84266,0.45574,0.85752,0.95574,0.80572,0.89042,0.58346,1.24795,0.78752,1.00296,0.0007922,0.0007922,0.0007922
63,10144.3,0.84356,0.45923,0.85749,0.96303,0.78731,0.87879,0.58812,1.23663,0.83415,0.99053,0.0007724,0.0007724,0.0007724
64,10314.9,0.8426,0.45611,0.86055,0.95002,0.78358,0.89489,0.59536,1.25581,0.83492,1.00718,0.0007526,0.0007526,0.0007526
65,10485.4,0.82469,0.44479,0.85509,0.96759,0.77977,0.8827,0.57666,1.2692,0.77694,1.00107,0.0007328,0.0007328,0.0007328
66,10656.3,0.81624,0.44409,0.85638,0.97774,0.76866,0.88531,0.60241,1.19611,0.7897,0.99024,0.000713,0.000713,0.000713
67,10827.2,0.79568,0.43844,0.85093,0.92926,0.8097,0.89511,0.59494,1.24824,0.7685,1.00084,0.0006932,0.0006932,0.0006932
68,10997.9,0.81395,0.4368,0.85079,0.95136,0.80224,0.88437,0.58472,1.25119,0.79225,0.9985,0.0006734,0.0006734,0.0006734
69,11168.5,0.80265,0.43575,0.84701,0.98577,0.77548,0.89127,0.6006,1.21178,0.78788,0.99104,0.0006536,0.0006536,0.0006536
70,11340.1,0.79828,0.42699,0.84917,0.95146,0.8046,0.88202,0.6016,1.19269,0.77748,0.97555,0.0006338,0.0006338,0.0006338
71,11511.2,0.78642,0.42704,0.84696,0.97238,0.78807,0.89762,0.59155,1.21569,0.79821,0.99669,0.000614,0.000614,0.000614
72,11681.8,0.7684,0.41745,0.84424,0.97336,0.80224,0.89395,0.59618,1.2198,0.76795,0.99319,0.0005942,0.0005942,0.0005942
73,11852.5,0.75993,0.41668,0.84019,0.97309,0.80968,0.90016,0.60107,1.2121,0.78207,0.99055,0.0005744,0.0005744,0.0005744
74,12023.5,0.76712,0.41127,0.8391,0.96394,0.8097,0.89347,0.6032,1.20076,0.75061,0.98671,0.0005546,0.0005546,0.0005546
75,12195.6,0.74489,0.41009,0.8356,0.97939,0.79851,0.89484,0.61555,1.19238,0.7682,0.99165,0.0005348,0.0005348,0.0005348
76,12366.5,0.74359,0.40816,0.84253,0.97285,0.80209,0.88727,0.60282,1.19003,0.75671,0.99352,0.000515,0.000515,0.000515
77,12537.2,0.7268,0.40124,0.83744,0.96171,0.81343,0.89253,0.60773,1.19876,0.72708,0.99444,0.0004952,0.0004952,0.0004952
78,12708.2,0.72714,0.3999,0.83635,0.94694,0.79907,0.89747,0.61853,1.17255,0.71538,0.99356,0.0004754,0.0004754,0.0004754
79,12879.1,0.72293,0.39857,0.83326,0.9727,0.79759,0.89666,0.61963,1.18061,0.77939,0.98391,0.0004556,0.0004556,0.0004556
80,13049.7,0.71417,0.39254,0.83463,0.98151,0.78731,0.89582,0.61827,1.17271,0.72556,0.98263,0.0004358,0.0004358,0.0004358
81,13220.2,0.70785,0.3907,0.83329,0.96928,0.82418,0.89724,0.62089,1.19399,0.73566,0.99166,0.000416,0.000416,0.000416
82,13390.8,0.70105,0.38789,0.83013,0.95929,0.80224,0.90203,0.61995,1.18079,0.72926,0.9829,0.0003962,0.0003962,0.0003962
83,13561.6,0.69232,0.37826,0.83146,0.97522,0.78358,0.89653,0.62871,1.15306,0.74085,0.98621,0.0003764,0.0003764,0.0003764
84,13732.4,0.68326,0.38123,0.82794,0.95709,0.79478,0.8954,0.62038,1.16021,0.74347,0.98303,0.0003566,0.0003566,0.0003566
85,13903.1,0.67216,0.37585,0.82839,0.9594,0.79478,0.89265,0.62803,1.13892,0.73551,0.9835,0.0003368,0.0003368,0.0003368
86,14074.1,0.67183,0.37637,0.82985,0.97658,0.79851,0.89735,0.62359,1.15451,0.73796,0.98716,0.000317,0.000317,0.000317
87,14244.7,0.67292,0.37454,0.82805,0.97283,0.80153,0.8955,0.61917,1.13754,0.7332,0.97826,0.0002972,0.0002972,0.0002972
88,14415.6,0.65901,0.36853,0.82434,0.95174,0.81343,0.89991,0.62782,1.15649,0.73844,0.97945,0.0002774,0.0002774,0.0002774
89,14586.4,0.66521,0.36863,0.82512,0.98307,0.80597,0.90131,0.63687,1.13634,0.72671,0.97639,0.0002576,0.0002576,0.0002576
90,14757.6,0.65991,0.36462,0.82678,0.97332,0.81683,0.899,0.63018,1.14046,0.7595,0.9814,0.0002378,0.0002378,0.0002378
91,14839.8,0.64279,0.338,0.82527,0.97772,0.81343,0.89153,0.60953,1.20797,0.75588,0.99631,0.000218,0.000218,0.000218
92,14981,0.60413,0.32588,0.82004,0.96876,0.80996,0.89215,0.61981,1.17791,0.75273,0.9871,0.0001982,0.0001982,0.0001982
93,15151.5,0.58609,0.31661,0.81176,0.95276,0.82786,0.8955,0.6198,1.16994,0.75604,0.98733,0.0001784,0.0001784,0.0001784
94,15322,0.58037,0.31636,0.81228,0.97156,0.81343,0.90316,0.62892,1.16986,0.74892,0.99111,0.0001586,0.0001586,0.0001586
95,15491.8,0.56548,0.31439,0.81008,0.97368,0.81343,0.90409,0.63011,1.14033,0.73226,0.98079,0.0001388,0.0001388,0.0001388
96,15662.2,0.56393,0.31192,0.81353,0.97663,0.81716,0.89825,0.62869,1.15733,0.7412,0.98511,0.000119,0.000119,0.000119
97,15832.3,0.54318,0.30339,0.80809,0.96922,0.82244,0.89732,0.62615,1.15739,0.76317,0.98298,9.92e-05,9.92e-05,9.92e-05
98,16002.7,0.54698,0.30479,0.80411,0.98044,0.8097,0.9045,0.63155,1.14594,0.73656,0.98162,7.94e-05,7.94e-05,7.94e-05
99,16173.7,0.53871,0.30025,0.80672,0.96832,0.82836,0.90752,0.6335,1.14581,0.73876,0.98425,5.96e-05,5.96e-05,5.96e-05
100,16345.1,0.53937,0.30023,0.80251,0.96507,0.82471,0.90511,0.63517,1.13567,0.73327,0.98199,3.98e-05,3.98e-05,3.98e-05
