epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,4416.62,1.32461,0.75431,1.00187,0.93029,0.69403,0.80357,0.4485,1.61033,1.10952,1.13284,0.0017822,0.0017822,0.0017822
24,4587.95,1.2925,0.71456,0.98087,0.92802,0.75,0.82547,0.45438,1.54582,0.92627,1.09727,0.0017723,0.0017723,0.0017723
25,4759.96,1.26819,0.69892,0.98382,0.91235,0.73797,0.83673,0.48654,1.53174,0.92404,1.08526,0.0017624,0.0017624,0.0017624
26,4931.62,1.27427,0.7149,0.97821,0.91365,0.76119,0.84933,0.47185,1.56674,0.89082,1.09518,0.0017525,0.0017525,0.0017525
27,5103.11,1.24911,0.68814,0.97899,0.9401,0.73507,0.82549,0.46844,1.53974,0.94821,1.09466,0.0017426,0.0017426,0.0017426
28,5274.67,1.24068,0.66977,0.96748,0.93453,0.74569,0.83548,0.46297,1.565,0.86891,1.0925,0.0017327,0.0017327,0.0017327
29,5446.57,1.21981,0.65981,0.95707,0.89109,0.77985,0.84722,0.47175,1.5847,0.95549,1.1062,0.0017228,0.0017228,0.0017228
30,5618.63,1.24816,0.66923,0.97248,0.92287,0.75373,0.84453,0.4926,1.49986,0.88411,1.06225,0.0017129,0.0017129,0.0017129
31,5790.55,1.21011,0.66305,0.96471,0.92751,0.76392,0.83584,0.48895,1.50445,0.89385,1.06563,0.001703,0.001703,0.001703
32,5962.04,1.15679,0.63453,0.95448,0.92312,0.80224,0.85406,0.48452,1.47263,0.85202,1.08082,0.0016931,0.0016931,0.0016931
33,6134.16,1.18202,0.6466,0.95156,0.85857,0.77239,0.83726,0.49414,1.46037,0.90655,1.07023,0.0016832,0.0016832,0.0016832
34,6305.7,1.15745,0.62683,0.94453,0.95006,0.77985,0.84475,0.50199,1.46512,0.92775,1.06331,0.0016733,0.0016733,0.0016733
35,6477.94,1.15743,0.63316,0.94361,0.90366,0.79851,0.85174,0.4987,1.47466,0.84896,1.06962,0.0016634,0.0016634,0.0016634
36,6649.64,1.15174,0.61949,0.94143,0.9206,0.77873,0.84956,0.51517,1.41324,0.86566,1.04419,0.0016535,0.0016535,0.0016535
37,6821.39,1.13841,0.61924,0.94269,0.88623,0.75572,0.81722,0.49099,1.46326,0.93018,1.0698,0.0016436,0.0016436,0.0016436
38,6992.93,1.12208,0.61515,0.93877,0.93224,0.78358,0.85909,0.51738,1.42999,0.84382,1.04349,0.0016337,0.0016337,0.0016337
39,7165.19,1.10749,0.58953,0.92802,0.95261,0.75373,0.83843,0.50788,1.46119,0.94775,1.05685,0.0016238,0.0016238,0.0016238
40,7337.14,1.10011,0.59617,0.93006,0.95881,0.74627,0.85289,0.50051,1.44316,0.96339,1.05651,0.0016139,0.0016139,0.0016139
41,7508.8,1.09022,0.60097,0.92361,0.94521,0.7724,0.84796,0.49886,1.43542,0.8984,1.06368,0.001604,0.001604,0.001604
42,7680.8,1.09097,0.58878,0.9248,0.92699,0.79104,0.84887,0.51722,1.42785,0.88522,1.07115,0.0015941,0.0015941,0.0015941
43,7852.75,1.08229,0.59814,0.92358,0.94598,0.78416,0.8565,0.51777,1.38557,0.81624,1.03487,0.0015842,0.0015842,0.0015842
44,8024.88,1.08213,0.59102,0.91868,0.91917,0.76375,0.84833,0.50753,1.42838,0.88388,1.0466,0.0015743,0.0015743,0.0015743
45,8196.64,1.08409,0.59794,0.92511,0.97336,0.73881,0.85705,0.51899,1.43551,0.87546,1.06274,0.0015644,0.0015644,0.0015644
46,8368.5,1.05553,0.57703,0.91242,0.97077,0.76493,0.8614,0.53629,1.37144,0.84267,1.04073,0.0015545,0.0015545,0.0015545
47,8540.82,1.04684,0.57472,0.91835,0.97164,0.76493,0.86433,0.51652,1.41708,0.86274,1.05748,0.0015446,0.0015446,0.0015446
48,8712.76,1.03219,0.56112,0.90793,0.93365,0.78756,0.86167,0.52248,1.41082,0.84813,1.04141,0.0015347,0.0015347,0.0015347
49,8884.45,1.02854,0.55727,0.90894,0.92553,0.7883,0.85888,0.5276,1.40558,0.8336,1.05405,0.0015248,0.0015248,0.0015248
50,9056.57,1.04204,0.56732,0.91092,0.94416,0.79104,0.87033,0.53249,1.39413,0.85495,1.0388,0.0015149,0.0015149,0.0015149
51,9228.72,1.03706,0.56226,0.90251,0.95059,0.76866,0.86762,0.53152,1.36616,0.79989,1.02928,0.001505,0.001505,0.001505
52,9400.72,0.99575,0.54911,0.90523,0.93748,0.78337,0.88564,0.55261,1.33804,0.83698,1.01671,0.0014951,0.0014951,0.0014951
53,9573.11,1.01571,0.55155,0.90116,0.97182,0.76866,0.85381,0.53652,1.37871,0.88091,1.0451,0.0014852,0.0014852,0.0014852
54,9745.54,0.98129,0.53555,0.89532,0.95513,0.78358,0.85737,0.5422,1.33789,0.84618,1.02528,0.0014753,0.0014753,0.0014753
55,9917.22,0.98652,0.5383,0.89335,0.96533,0.73507,0.85239,0.51801,1.40641,0.90186,1.04212,0.0014654,0.0014654,0.0014654
56,10089.1,0.98522,0.53391,0.89346,0.95083,0.79478,0.87288,0.55552,1.29329,0.83737,1.01936,0.0014555,0.0014555,0.0014555
57,10261.3,0.97885,0.53511,0.89799,0.95037,0.78595,0.86754,0.54894,1.33017,0.8016,1.0273,0.0014456,0.0014456,0.0014456
58,10433.8,0.96203,0.52085,0.88572,0.95273,0.78358,0.86451,0.54932,1.34533,0.83557,1.02648,0.0014357,0.0014357,0.0014357
59,10605.5,0.98348,0.53271,0.89495,0.94957,0.77285,0.87576,0.55269,1.31141,0.79316,1.00952,0.0014258,0.0014258,0.0014258
60,10777.8,0.95962,0.52046,0.88902,0.96931,0.75746,0.86661,0.55418,1.3179,0.80143,1.01894,0.0014159,0.0014159,0.0014159
61,10949.7,0.94607,0.51693,0.88725,0.96671,0.75847,0.86708,0.55672,1.30886,0.82972,1.01739,0.001406,0.001406,0.001406
62,11121.7,0.94206,0.50489,0.88695,0.97722,0.75373,0.85437,0.55562,1.32167,0.83706,1.02348,0.0013961,0.0013961,0.0013961
63,11293.7,0.95752,0.5203,0.88673,0.94171,0.77985,0.85237,0.56275,1.27082,0.79828,1.00926,0.0013862,0.0013862,0.0013862
64,11465.8,0.93859,0.51264,0.88568,0.99041,0.77082,0.86791,0.5701,1.27147,0.78254,1.01217,0.0013763,0.0013763,0.0013763
65,11638.1,0.91916,0.50632,0.88258,0.96701,0.78358,0.86587,0.56562,1.26694,0.828,1.00487,0.0013664,0.0013664,0.0013664
66,11810.1,0.9177,0.49534,0.88247,0.97391,0.76866,0.87156,0.57343,1.25207,0.77893,0.99953,0.0013565,0.0013565,0.0013565
67,11982.7,0.90719,0.4982,0.88072,0.95997,0.77985,0.8709,0.57783,1.2725,0.78227,0.9935,0.0013466,0.0013466,0.0013466
68,12154.5,0.90931,0.49086,0.87636,0.94447,0.78731,0.874,0.57802,1.27487,0.80516,1.00666,0.0013367,0.0013367,0.0013367
69,12326.8,0.89977,0.48979,0.87209,0.973,0.80676,0.88548,0.58333,1.27343,0.76575,1.01588,0.0013268,0.0013268,0.0013268
70,12499.4,0.89428,0.47906,0.87439,0.96371,0.79278,0.87476,0.57816,1.23792,0.70939,1.00595,0.0013169,0.0013169,0.0013169
71,12671.9,0.89393,0.48848,0.87347,0.96196,0.77612,0.87179,0.56957,1.25627,0.79045,1.0071,0.001307,0.001307,0.001307
72,12844,0.8768,0.47489,0.87185,0.95847,0.77502,0.86346,0.56599,1.26858,0.86488,1.01467,0.0012971,0.0012971,0.0012971
73,13016.5,0.88671,0.48239,0.87068,0.96791,0.77985,0.86681,0.56456,1.29949,0.78165,1.03026,0.0012872,0.0012872,0.0012872
74,13188.5,0.87387,0.47161,0.86535,0.97652,0.77591,0.8626,0.56049,1.25904,0.8193,1.00387,0.0012773,0.0012773,0.0012773
75,13361.9,0.85904,0.47246,0.86285,0.93901,0.80422,0.87578,0.56734,1.28984,0.74041,1.01454,0.0012674,0.0012674,0.0012674
76,13534.7,0.85776,0.46791,0.871,0.97306,0.79851,0.88511,0.56907,1.25051,0.77256,1.00633,0.0012575,0.0012575,0.0012575
77,13707.1,0.86026,0.46788,0.86788,0.99042,0.77117,0.87761,0.58536,1.25491,0.79529,1.00591,0.0012476,0.0012476,0.0012476
78,13879.1,0.87283,0.46934,0.86938,0.95539,0.78731,0.86809,0.57079,1.23312,0.73653,0.99955,0.0012377,0.0012377,0.0012377
79,14051.6,0.85242,0.46469,0.86456,0.9629,0.77466,0.87072,0.58509,1.23856,0.79858,1.00319,0.0012278,0.0012278,0.0012278
80,14224.1,0.84736,0.4582,0.86478,0.95988,0.77985,0.86817,0.57353,1.22627,0.76857,1.00281,0.0012179,0.0012179,0.0012179
81,14396,0.85677,0.46404,0.86683,0.96799,0.78731,0.87696,0.5809,1.24521,0.77406,0.99997,0.001208,0.001208,0.001208
82,14568.5,0.8308,0.4538,0.8614,0.98283,0.77239,0.86648,0.57105,1.24686,0.77535,1.0219,0.0011981,0.0011981,0.0011981
83,14740.9,0.82813,0.44751,0.86264,0.99042,0.77163,0.87415,0.60211,1.20381,0.77019,1.00071,0.0011882,0.0011882,0.0011882
84,14913.5,0.82651,0.44704,0.85782,0.97271,0.7981,0.8865,0.60688,1.2018,0.76444,1.00473,0.0011783,0.0011783,0.0011783
85,15085.4,0.81473,0.44471,0.85636,0.99323,0.76866,0.88685,0.60486,1.20013,0.75058,1.00783,0.0011684,0.0011684,0.0011684
86,15258,0.81559,0.44107,0.86272,0.95842,0.78358,0.85603,0.58955,1.18788,0.74781,1.00337,0.0011585,0.0011585,0.0011585
87,15429.6,0.81593,0.44698,0.85828,0.96038,0.79104,0.86334,0.59148,1.20118,0.74229,0.99713,0.0011486,0.0011486,0.0011486
88,15601.9,0.80748,0.44326,0.85424,0.97643,0.77274,0.87006,0.59478,1.19417,0.75124,0.9906,0.0011387,0.0011387,0.0011387
89,15774.2,0.82367,0.44787,0.86305,0.95711,0.78358,0.86491,0.58743,1.2225,0.75904,1.00586,0.0011288,0.0011288,0.0011288
90,15946.3,0.81408,0.44274,0.85847,0.99012,0.78731,0.87184,0.59625,1.21216,0.78175,1.0008,0.0011189,0.0011189,0.0011189
91,16118.3,0.79993,0.43102,0.85242,0.97077,0.78358,0.8777,0.61418,1.19751,0.75729,1.00358,0.001109,0.001109,0.001109
92,16290.4,0.79549,0.43398,0.85649,0.97218,0.78231,0.87432,0.60933,1.159,0.74141,0.98648,0.0010991,0.0010991,0.0010991
93,16462.8,0.78719,0.42923,0.85433,0.97651,0.77551,0.86732,0.60005,1.18569,0.80249,1.00512,0.0010892,0.0010892,0.0010892
94,16635,0.79341,0.43544,0.85959,0.97163,0.77985,0.87414,0.61226,1.17749,0.77205,1.00588,0.0010793,0.0010793,0.0010793
95,16807.4,0.79121,0.43176,0.85466,0.97653,0.75373,0.8668,0.60481,1.12818,0.72221,0.98812,0.0010694,0.0010694,0.0010694
96,16979.7,0.78299,0.42773,0.84778,0.98375,0.76119,0.87427,0.61815,1.13257,0.77891,0.99709,0.0010595,0.0010595,0.0010595
97,17151.5,0.77418,0.42444,0.85027,0.97232,0.78653,0.88393,0.61415,1.1728,0.76881,1.00052,0.0010496,0.0010496,0.0010496
98,17323.3,0.78023,0.42397,0.85083,0.97886,0.77612,0.867,0.61107,1.13937,0.76385,0.99504,0.0010397,0.0010397,0.0010397
99,17495.1,0.76616,0.42049,0.84781,0.96754,0.77867,0.86744,0.60471,1.15368,0.75085,0.99643,0.0010298,0.0010298,0.0010298
100,17667.1,0.76989,0.41946,0.84975,0.97205,0.77852,0.85698,0.59048,1.1714,0.7553,1.00127,0.0010199,0.0010199,0.0010199
101,17839.8,0.76683,0.42347,0.85091,0.95859,0.79478,0.87241,0.61135,1.14163,0.77307,0.99243,0.00101,0.00101,0.00101
102,18012.2,0.75046,0.41263,0.8401,0.97652,0.77577,0.87029,0.60292,1.1767,0.75054,0.99602,0.0010001,0.0010001,0.0010001
103,18185.1,0.7529,0.41161,0.84677,0.98591,0.78306,0.88191,0.61522,1.12936,0.72082,0.98506,0.0009902,0.0009902,0.0009902
104,18357.4,0.74466,0.4129,0.84368,0.94611,0.78617,0.87536,0.61345,1.14489,0.73902,1.00156,0.0009803,0.0009803,0.0009803
105,18529.6,0.74523,0.40974,0.84635,0.94328,0.80224,0.87384,0.62021,1.1323,0.71544,0.9888,0.0009704,0.0009704,0.0009704
106,18701.9,0.75087,0.41396,0.84858,0.97216,0.78186,0.87251,0.61527,1.17347,0.76481,0.99989,0.0009605,0.0009605,0.0009605
107,18873.6,0.74206,0.41089,0.84322,0.97197,0.77642,0.86866,0.6082,1.14324,0.72995,0.99191,0.0009506,0.0009506,0.0009506
108,19046,0.73237,0.39905,0.83762,0.97818,0.76866,0.878,0.61915,1.15936,0.77497,0.98668,0.0009407,0.0009407,0.0009407
109,19217.8,0.74541,0.40917,0.8496,0.98119,0.77872,0.87585,0.62919,1.14765,0.79733,0.98362,0.0009308,0.0009308,0.0009308
110,19390.2,0.7275,0.40108,0.8436,0.98491,0.77239,0.88157,0.62824,1.15019,0.81925,0.98988,0.0009209,0.0009209,0.0009209
111,19562,0.7226,0.4,0.84481,0.96867,0.80597,0.86709,0.60377,1.12379,0.75837,0.98708,0.000911,0.000911,0.000911
112,19734,0.73029,0.3978,0.84334,0.98771,0.77612,0.87336,0.62533,1.11186,0.7746,0.98422,0.0009011,0.0009011,0.0009011
113,19906.4,0.71513,0.39159,0.83394,0.97669,0.78179,0.85088,0.59254,1.1255,0.80145,0.98498,0.0008912,0.0008912,0.0008912
114,20078.6,0.70881,0.38941,0.8408,0.98582,0.77838,0.86509,0.6104,1.09647,0.73225,0.97783,0.0008813,0.0008813,0.0008813
115,20250.1,0.71255,0.39602,0.84169,0.9812,0.77916,0.87248,0.60937,1.12666,0.78244,0.98547,0.0008714,0.0008714,0.0008714
116,20422.1,0.70486,0.38962,0.84169,0.98422,0.77239,0.87889,0.6211,1.12486,0.72914,0.98028,0.0008615,0.0008615,0.0008615
117,20594.7,0.71005,0.39061,0.8408,0.98428,0.77612,0.87491,0.61961,1.12791,0.73579,0.98491,0.0008516,0.0008516,0.0008516
118,20766.5,0.70054,0.38807,0.83452,0.9636,0.79851,0.88386,0.62231,1.11627,0.72894,0.98149,0.0008417,0.0008417,0.0008417
119,20938.9,0.7113,0.39304,0.84159,0.98144,0.78933,0.878,0.6213,1.0964,0.73794,0.98154,0.0008318,0.0008318,0.0008318
120,21111.2,0.71198,0.38995,0.83655,0.98048,0.77612,0.87893,0.63018,1.08872,0.74721,0.97662,0.0008219,0.0008219,0.0008219
121,21283.2,0.69627,0.3844,0.83566,0.98138,0.78731,0.87829,0.63422,1.06908,0.73184,0.97083,0.000812,0.000812,0.000812
122,21455.9,0.68422,0.37902,0.83047,0.97115,0.77985,0.87951,0.63548,1.10307,0.74452,0.98186,0.0008021,0.0008021,0.0008021
123,21627.9,0.69575,0.38528,0.83704,0.97979,0.78731,0.88529,0.63713,1.0666,0.73922,0.97858,0.0007922,0.0007922,0.0007922
124,21800.2,0.68714,0.38338,0.83424,0.96825,0.79665,0.87091,0.62878,1.07139,0.72884,0.97691,0.0007823,0.0007823,0.0007823
125,21972.7,0.68694,0.38047,0.83613,0.98575,0.77454,0.87587,0.6359,1.05463,0.74109,0.97141,0.0007724,0.0007724,0.0007724
126,22145.5,0.68113,0.37952,0.83197,0.98128,0.78252,0.85604,0.60743,1.09898,0.76516,0.98256,0.0007625,0.0007625,0.0007625
127,22317.8,0.67643,0.37488,0.8309,0.95502,0.79227,0.87314,0.62273,1.09533,0.74044,0.97542,0.0007526,0.0007526,0.0007526
128,22490.2,0.65858,0.36991,0.83116,0.9894,0.78731,0.87693,0.62387,1.09064,0.7212,0.9756,0.0007427,0.0007427,0.0007427
129,22662.2,0.67426,0.37594,0.83815,0.96823,0.79104,0.88525,0.63627,1.10293,0.75426,0.98413,0.0007328,0.0007328,0.0007328
130,22834.7,0.6737,0.37339,0.83333,0.98036,0.78731,0.87488,0.63105,1.09775,0.74425,0.98072,0.0007229,0.0007229,0.0007229
131,23007.3,0.66887,0.37358,0.83159,0.98653,0.78731,0.8741,0.62279,1.07891,0.71984,0.97173,0.000713,0.000713,0.000713
132,23179.5,0.64872,0.36444,0.83106,0.97707,0.79485,0.87513,0.62684,1.07797,0.72949,0.97254,0.0007031,0.0007031,0.0007031
133,23351.9,0.66055,0.36792,0.83335,0.98571,0.77224,0.87731,0.63907,1.07522,0.74225,0.98268,0.0006932,0.0006932,0.0006932
134,23524,0.65138,0.36603,0.83142,0.96977,0.79478,0.88568,0.64213,1.08198,0.74155,0.98037,0.0006833,0.0006833,0.0006833
135,23696.2,0.64559,0.36077,0.83079,0.9904,0.77985,0.88351,0.64211,1.09208,0.72336,0.97963,0.0006734,0.0006734,0.0006734
136,23869,0.65034,0.35939,0.82732,0.98147,0.79064,0.88117,0.64082,1.07234,0.70001,0.97274,0.0006635,0.0006635,0.0006635
137,24041.6,0.65074,0.36412,0.83336,0.99346,0.78731,0.88037,0.63175,1.05966,0.71678,0.96784,0.0006536,0.0006536,0.0006536
138,24214.1,0.63321,0.35487,0.8261,0.98951,0.80224,0.87976,0.63391,1.04301,0.71451,0.96763,0.0006437,0.0006437,0.0006437
139,24386.7,0.63688,0.3577,0.82702,0.9861,0.79387,0.87608,0.63641,1.05243,0.68976,0.97159,0.0006338,0.0006338,0.0006338
140,24558.7,0.63713,0.3585,0.82634,0.9931,0.80224,0.88791,0.64441,1.0337,0.6785,0.9646,0.0006239,0.0006239,0.0006239
141,24731.1,0.63254,0.35655,0.82786,0.98451,0.79851,0.86548,0.62258,1.035,0.7145,0.96384,0.000614,0.000614,0.000614
142,24903.2,0.62611,0.34958,0.82142,0.9907,0.7947,0.88567,0.6364,1.03861,0.72556,0.96479,0.0006041,0.0006041,0.0006041
143,25076.1,0.62964,0.34979,0.82466,0.98152,0.79261,0.87822,0.6347,1.04732,0.75223,0.95983,0.0005942,0.0005942,0.0005942
144,25249,0.62237,0.34822,0.82595,0.9861,0.79423,0.88137,0.64134,1.02368,0.70911,0.96114,0.0005843,0.0005843,0.0005843
145,25421.4,0.62458,0.34866,0.82638,0.99318,0.79478,0.88457,0.64138,1.02333,0.70706,0.96023,0.0005744,0.0005744,0.0005744
146,25594.2,0.6099,0.34691,0.82344,0.98917,0.79478,0.87932,0.63356,1.03682,0.72786,0.96765,0.0005645,0.0005645,0.0005645
147,25767.1,0.60903,0.3418,0.82262,0.98615,0.79702,0.8728,0.63037,1.05207,0.7139,0.96635,0.0005546,0.0005546,0.0005546
148,25939.4,0.61529,0.34259,0.82887,0.99383,0.79478,0.87893,0.64276,1.0463,0.71174,0.96406,0.0005447,0.0005447,0.0005447
149,26111.7,0.61242,0.34578,0.82551,0.99077,0.80132,0.88099,0.63676,1.04637,0.72426,0.9648,0.0005348,0.0005348,0.0005348
150,26284.4,0.61192,0.34618,0.82153,0.99422,0.79851,0.87975,0.63562,1.03968,0.6927,0.95903,0.0005249,0.0005249,0.0005249
151,26457,0.59943,0.33805,0.82359,0.98916,0.79478,0.8788,0.63416,1.03165,0.67394,0.95822,0.000515,0.000515,0.000515
152,26629.5,0.58785,0.33466,0.82201,0.97268,0.79851,0.87467,0.62715,1.04223,0.70473,0.96554,0.0005051,0.0005051,0.0005051
153,26802,0.58954,0.33763,0.8186,0.97053,0.79851,0.8766,0.63486,1.03633,0.71261,0.96602,0.0004952,0.0004952,0.0004952
154,26974.6,0.59334,0.33455,0.81907,0.99526,0.7831,0.88183,0.63852,1.03021,0.7238,0.96439,0.0004853,0.0004853,0.0004853
155,27148,0.59739,0.33783,0.81501,0.98608,0.793,0.87995,0.64428,1.02262,0.72072,0.96651,0.0004754,0.0004754,0.0004754
156,27320.5,0.58633,0.33327,0.81948,0.98626,0.80365,0.88094,0.64573,1.02611,0.70896,0.97314,0.0004655,0.0004655,0.0004655
157,27493.6,0.58932,0.33117,0.81729,0.99066,0.79851,0.88611,0.64864,1.02959,0.71742,0.9738,0.0004556,0.0004556,0.0004556
158,27666.8,0.58354,0.33255,0.82055,0.98624,0.80234,0.8944,0.65698,1.01658,0.71861,0.96892,0.0004457,0.0004457,0.0004457
159,27840.1,0.58616,0.33153,0.82088,0.99821,0.79851,0.88801,0.65391,1.0196,0.72147,0.9726,0.0004358,0.0004358,0.0004358
160,28013,0.58284,0.331,0.81571,0.99078,0.80189,0.89231,0.65464,1.02128,0.73395,0.97819,0.0004259,0.0004259,0.0004259
161,28185.5,0.57372,0.32909,0.81562,0.98845,0.80224,0.89014,0.65628,1.01924,0.72521,0.97557,0.000416,0.000416,0.000416
162,28358.4,0.57163,0.32559,0.821,0.99528,0.78729,0.88552,0.65445,1.01275,0.74193,0.97569,0.0004061,0.0004061,0.0004061
163,28530.7,0.57492,0.32848,0.81946,0.97873,0.79104,0.87678,0.64307,1.01064,0.72747,0.97843,0.0003962,0.0003962,0.0003962
164,28703.9,0.56754,0.32648,0.81268,0.99427,0.78731,0.8666,0.63757,1.00028,0.71938,0.97453,0.0003863,0.0003863,0.0003863
165,28876.8,0.5618,0.3208,0.81612,0.99528,0.78634,0.87487,0.65262,0.99565,0.71304,0.96567,0.0003764,0.0003764,0.0003764
166,29050.2,0.56167,0.31911,0.81116,0.98883,0.79104,0.87873,0.65039,0.99506,0.71094,0.96547,0.0003665,0.0003665,0.0003665
167,29222.9,0.56987,0.32272,0.81914,0.99473,0.78731,0.8955,0.66115,1.00067,0.68283,0.96966,0.0003566,0.0003566,0.0003566
168,29395.9,0.56046,0.31906,0.82077,0.98947,0.78731,0.88859,0.66275,1.00117,0.71113,0.97137,0.0003467,0.0003467,0.0003467
169,29568.3,0.56009,0.32228,0.81462,0.99413,0.78731,0.89074,0.65704,1.00162,0.72978,0.9725,0.0003368,0.0003368,0.0003368
170,29740.6,0.55499,0.31846,0.81517,0.98611,0.79478,0.88912,0.66515,0.99728,0.7344,0.971,0.0003269,0.0003269,0.0003269
171,29913.4,0.55783,0.31968,0.81294,0.9953,0.79028,0.88782,0.66396,0.99809,0.74093,0.97089,0.000317,0.000317,0.000317
172,30085.8,0.54559,0.31444,0.81374,0.99446,0.78731,0.88752,0.66373,1.00786,0.75527,0.97385,0.0003071,0.0003071,0.0003071
173,30258.9,0.54261,0.30992,0.81177,0.99062,0.78854,0.88588,0.65576,1.00061,0.75053,0.97662,0.0002972,0.0002972,0.0002972
174,30432,0.54267,0.31182,0.8121,0.99526,0.78333,0.88858,0.6666,0.99817,0.74017,0.97649,0.0002873,0.0002873,0.0002873
175,30605,0.5425,0.31139,0.80965,0.99526,0.78324,0.8856,0.66052,0.99254,0.73229,0.97091,0.0002774,0.0002774,0.0002774
176,30777.4,0.53114,0.3093,0.80801,0.99382,0.78358,0.88506,0.66106,0.99331,0.73483,0.97031,0.0002675,0.0002675,0.0002675
177,30950,0.53729,0.3084,0.81804,0.98229,0.78358,0.88123,0.65718,0.98922,0.73905,0.96643,0.0002576,0.0002576,0.0002576
178,31122.7,0.53168,0.30756,0.8125,0.98372,0.78731,0.88081,0.65708,0.99247,0.73743,0.96482,0.0002477,0.0002477,0.0002477
179,31296.2,0.52994,0.30406,0.81006,0.99528,0.78624,0.88195,0.65825,0.99778,0.73344,0.96724,0.0002378,0.0002378,0.0002378
180,31472.1,0.53324,0.30614,0.80729,0.99508,0.78731,0.88818,0.66486,0.99852,0.73715,0.96933,0.0002279,0.0002279,0.0002279
181,31646.9,0.52874,0.30409,0.80871,0.99528,0.78726,0.88348,0.66095,0.99559,0.74524,0.96949,0.000218,0.000218,0.000218
182,31822.5,0.52823,0.30559,0.80802,0.99101,0.78358,0.88143,0.66296,0.98396,0.76169,0.96772,0.0002081,0.0002081,0.0002081
183,31997.8,0.52823,0.30179,0.80589,0.99439,0.78358,0.88549,0.66666,0.98564,0.75174,0.96755,0.0001982,0.0001982,0.0001982
184,32174.2,0.51506,0.29894,0.80726,0.99488,0.78358,0.88461,0.66416,0.9815,0.74793,0.96744,0.0001883,0.0001883,0.0001883
185,32349.3,0.51311,0.29832,0.80692,0.99056,0.78284,0.8847,0.66386,0.9823,0.73426,0.96729,0.0001784,0.0001784,0.0001784
