epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
89,15426.9,0.49513,0.28732,0.80571,0.98374,0.77985,0.8721,0.65769,0.98606,0.70881,0.97327,0.0002576,0.0002576,0.0002576
90,15602.1,0.48622,0.28289,0.80593,0.99475,0.78358,0.88221,0.67241,0.96985,0.69145,0.968,0.0002378,0.0002378,0.0002378
91,15802.9,0.48008,0.26508,0.80055,0.95905,0.78358,0.88454,0.6634,0.99627,0.64546,0.97263,0.000218,0.000218,0.000218
92,15976,0.45218,0.25695,0.79465,0.97422,0.77985,0.87928,0.66102,0.98157,0.66789,0.96936,0.0001982,0.0001982,0.0001982
93,16148.7,0.44089,0.24993,0.79022,0.97681,0.78584,0.88394,0.66899,0.98147,0.67731,0.96876,0.0001784,0.0001784,0.0001784
94,16322.2,0.43134,0.25061,0.79107,0.98413,0.77612,0.88359,0.67547,0.97296,0.67499,0.96733,0.0001586,0.0001586,0.0001586
95,16496.2,0.42552,0.24839,0.78884,0.98924,0.77985,0.88684,0.67436,0.97518,0.68186,0.9699,0.0001388,0.0001388,0.0001388
96,16670.1,0.42551,0.24671,0.79206,0.99384,0.78358,0.88995,0.67714,0.97745,0.68954,0.97274,0.000119,0.000119,0.000119
97,16844.1,0.41298,0.24357,0.78945,0.9907,0.77985,0.89192,0.67411,0.96845,0.66844,0.96724,9.92e-05,9.92e-05,9.92e-05
98,17018.9,0.41673,0.24253,0.78661,0.99056,0.78294,0.89285,0.67722,0.96773,0.66712,0.96818,7.94e-05,7.94e-05,7.94e-05
99,17200.3,0.40623,0.23975,0.78696,0.98866,0.78731,0.88854,0.67495,0.97133,0.67474,0.9673,5.96e-05,5.96e-05,5.96e-05
100,17380.1,0.41433,0.24363,0.78398,0.99265,0.78358,0.89001,0.67522,0.96565,0.66986,0.96518,3.98e-05,3.98e-05,3.98e-05
